Location,Area,Bedrooms,Bathrooms,Age,Floor,Parking,Furnished,AmenitiesScore,Price
Begumpet,1161,2,2,21,22,0,Unfurnished,6,8065220
Hitech City,2240,4,4,19,0,1,Semi-Furnished,3,19276125
Kompally,1979,3,3,18,19,1,Semi-Furnished,8,11206686
Secunderabad,1541,3,4,25,12,1,Semi-Furnished,7,11085843
Secunderabad,2354,4,4,23,12,0,Semi-Furnished,10,15816849
Financial District,2833,5,5,5,11,2,Furnished,10,23223981
Madhapur,1952,4,5,21,11,2,Unfurnished,10,17206587
Miyapur,1100,2,2,27,0,1,Furnished,1,5912743
LB Nagar,1800,3,3,6,18,1,Furnished,5,8751552
Kondapur,1240,2,2,23,8,1,Furnished,2,8823443
Hitech City,1379,3,3,27,0,2,Semi-Furnished,5,12565791
Shamshabad,910,2,2,3,0,1,Unfurnished,3,4251588
Hitech City,1440,3,3,24,9,0,Furnished,4,11960356
Begumpet,1319,2,2,1,18,1,Semi-Furnished,5,8502732
LB Nagar,1015,2,2,5,5,2,Furnished,5,5234250
Kukatpally,921,2,2,2,17,0,Unfurnished,4,6422438
Kokapet,2635,5,6,1,20,1,Furnished,1,21052710
Jubilee Hills,1654,3,4,22,9,2,Semi-Furnished,4,15292886
Madhapur,1400,3,4,28,16,1,Semi-Furnished,6,11852369
Kukatpally,1567,2,3,14,20,2,Semi-Furnished,10,11783465
Begumpet,744,1,1,2,3,0,Unfurnished,2,5370370
Uppal,1524,3,3,29,0,1,Semi-Furnished,7,7098058
Uppal,1730,3,3,12,5,1,Semi-Furnished,10,8611057
Miyapur,2029,3,4,5,10,1,Furnished,6,12081933
Jubilee Hills,1404,2,3,16,1,1,Furnished,6,12204316
Kokapet,1577,3,3,7,14,2,Unfurnished,4,11896657
Hitech City,2893,5,6,7,0,1,Unfurnished,9,25080399
Begumpet,1863,3,4,25,9,1,Semi-Furnished,2,12427261
Gachibowli,1883,4,4,14,18,0,Semi-Furnished,5,17777383
Madhapur,1471,3,4,26,13,2,Furnished,5,13068043
Kondapur,1745,3,4,9,14,1,Semi-Furnished,10,12765949
Financial District,1669,3,3,6,11,1,Unfurnished,7,13799172
Narsingi,1328,2,3,9,18,1,Semi-Furnished,7,9522903
Gachibowli,1063,2,3,22,24,1,Furnished,1,9967599
Madhapur,2292,4,4,8,21,1,Unfurnished,7,22513686
Begumpet,1641,3,3,26,10,1,Semi-Furnished,8,11664708
Banjara Hills,1103,2,2,25,14,1,Unfurnished,9,9533729
Ameerpet,2596,4,5,17,11,1,Semi-Furnished,3,16121520
Kondapur,1138,2,2,19,22,1,Semi-Furnished,10,7535078
Ameerpet,2193,4,4,7,20,1,Furnished,10,13424774
LB Nagar,2463,5,5,25,16,1,Furnished,4,12859396
Dilsukhnagar,1975,4,5,1,7,1,Furnished,10,12844361
Ameerpet,588,1,1,0,11,1,Semi-Furnished,7,3993009
Jubilee Hills,1069,2,3,19,13,1,Furnished,9,10119019
Madhapur,1878,3,3,3,15,1,Furnished,7,15764906
Kondapur,2239,4,4,21,12,2,Unfurnished,3,13518938
Gachibowli,2395,4,4,19,3,1,Semi-Furnished,10,19761006
Kokapet,1689,3,3,21,21,1,Semi-Furnished,10,10965570
Begumpet,1412,3,3,8,18,1,Semi-Furnished,4,9576807
Narsingi,1853,3,3,18,7,2,Furnished,2,11533538
Financial District,1553,3,4,10,10,1,Semi-Furnished,8,13633331
Kompally,1935,4,5,4,21,2,Semi-Furnished,4,11626437
Ameerpet,655,1,1,27,11,1,Semi-Furnished,10,3577258
Banjara Hills,2006,4,4,17,19,0,Unfurnished,3,19340336
Manikonda,1730,3,3,29,18,1,Unfurnished,5,9596552
Financial District,1527,3,3,7,1,1,Furnished,4,13179213
Uppal,1750,3,3,3,11,1,Semi-Furnished,4,7382971
Manikonda,1984,4,5,10,0,1,Semi-Furnished,2,11156805
Narsingi,2007,3,4,28,2,2,Semi-Furnished,4,12965522
Begumpet,1567,3,3,16,11,1,Semi-Furnished,2,11633596
Banjara Hills,1982,4,4,0,4,1,Unfurnished,5,16104401
Secunderabad,1683,3,4,13,4,1,Furnished,2,11543333
Hitech City,383,1,2,20,5,1,Semi-Furnished,6,3315685
Shamshabad,749,2,3,13,19,0,Semi-Furnished,8,3563087
Ameerpet,1928,4,4,16,5,1,Unfurnished,10,10496163
Kokapet,2284,4,4,26,3,1,Semi-Furnished,6,15562872
Narsingi,1593,3,3,0,10,2,Semi-Furnished,5,12042698
Kompally,2378,4,4,9,9,1,Furnished,5,15867344
Shamshabad,1026,2,2,27,12,0,Semi-Furnished,4,4596521
Dilsukhnagar,1393,2,3,3,4,0,Furnished,2,7490156
Shamshabad,2143,4,4,2,7,1,Semi-Furnished,7,10227446
Ameerpet,2468,4,4,13,6,1,Unfurnished,8,13935230
Madhapur,2151,4,4,26,14,1,Semi-Furnished,3,18054032
Madhapur,858,1,1,17,13,1,Furnished,7,7273506
Miyapur,973,2,2,28,2,1,Unfurnished,10,5168383
Kukatpally,1613,3,3,20,12,2,Semi-Furnished,2,12244426
Banjara Hills,1068,2,2,17,14,1,Furnished,6,10407024
Kompally,1532,3,4,22,23,2,Furnished,7,9501962
Dilsukhnagar,2885,5,5,15,3,1,Semi-Furnished,6,16387023
Begumpet,1381,3,4,18,14,2,Unfurnished,7,10792883
Begumpet,2247,4,4,28,9,0,Semi-Furnished,9,17385885
Manikonda,1204,2,2,14,18,0,Semi-Furnished,6,7031552
Jubilee Hills,563,1,2,5,0,2,Semi-Furnished,8,6107867
Gachibowli,1555,3,4,24,1,1,Semi-Furnished,7,13182797
Uppal,2050,3,4,5,16,1,Furnished,4,10113192
Secunderabad,2290,4,5,3,20,1,Semi-Furnished,3,16557369
Hitech City,1441,3,4,0,22,0,Unfurnished,6,13968138
Gachibowli,1404,3,3,27,10,1,Furnished,8,13027903
Banjara Hills,1494,3,3,15,12,1,Semi-Furnished,4,12275785
LB Nagar,1321,2,2,8,24,1,Furnished,4,5880855
Financial District,1624,3,3,28,19,1,Furnished,2,14289548
Hitech City,833,2,3,20,21,1,Semi-Furnished,9,8209316
Dilsukhnagar,1194,2,2,28,14,1,Furnished,2,6618875
Miyapur,1402,3,3,1,1,2,Semi-Furnished,6,8923098
Dilsukhnagar,1396,3,3,5,1,1,Unfurnished,7,9087957
Banjara Hills,1561,3,4,28,10,2,Semi-Furnished,1,13818021
Jubilee Hills,1507,3,3,26,21,1,Unfurnished,6,12153929
Banjara Hills,1439,2,2,0,21,1,Semi-Furnished,10,10930194
Jubilee Hills,1817,3,3,1,3,1,Furnished,3,17103048
Kukatpally,1269,2,2,3,17,1,Semi-Furnished,5,9534816
Madhapur,1176,3,4,19,11,1,Semi-Furnished,7,10788098
Narsingi,2449,4,4,17,17,1,Furnished,4,17450204
Kompally,977,2,3,18,10,1,Semi-Furnished,7,6059394
Miyapur,1858,3,4,5,7,1,Semi-Furnished,6,13114293
Kukatpally,2331,4,4,20,17,1,Unfurnished,3,16962082
Secunderabad,1962,3,3,9,23,1,Semi-Furnished,3,12845886
Narsingi,1625,2,2,28,8,1,Furnished,4,10980173
Shamshabad,1140,2,2,6,9,1,Unfurnished,2,4945695
Secunderabad,1688,3,3,13,8,2,Semi-Furnished,1,11493333
Gachibowli,1881,3,3,5,4,1,Semi-Furnished,3,17791040
Narsingi,1509,3,3,15,20,2,Semi-Furnished,2,11881651
Miyapur,1711,3,3,14,3,2,Unfurnished,6,9440085
Hitech City,1319,2,2,20,11,2,Unfurnished,7,10896820
LB Nagar,1983,4,5,2,0,0,Semi-Furnished,1,8391720
Jubilee Hills,1721,3,4,9,5,1,Semi-Furnished,2,14694152
Kokapet,1532,3,4,6,20,1,Semi-Furnished,2,11765874
Gachibowli,2129,4,5,0,14,2,Furnished,4,18383151
Ameerpet,2384,4,4,25,6,1,Semi-Furnished,10,12333388
Narsingi,1611,3,4,5,20,2,Unfurnished,8,11371681
Ameerpet,1537,3,3,20,23,0,Furnished,8,9006629
Ameerpet,960,2,3,2,15,2,Furnished,2,6616362
Manikonda,2072,4,4,5,1,1,Unfurnished,6,11518215
Jubilee Hills,1603,3,3,1,4,1,Unfurnished,2,13058954
Dilsukhnagar,1332,2,3,13,8,2,Semi-Furnished,10,8165298
Kukatpally,1848,4,5,1,11,1,Semi-Furnished,7,13780516
Kondapur,1815,3,4,22,1,1,Semi-Furnished,6,13449101
Dilsukhnagar,1835,3,3,1,23,1,Unfurnished,9,10417450
LB Nagar,1814,3,3,19,15,1,Unfurnished,5,7794452
Kokapet,1089,2,2,17,6,0,Semi-Furnished,8,7260892
Begumpet,1703,3,4,17,5,2,Semi-Furnished,7,11888934
Dilsukhnagar,2326,4,4,19,10,2,Furnished,1,13220708
Kukatpally,1154,2,2,3,21,1,Furnished,4,8503150
Madhapur,2269,4,4,4,14,1,Semi-Furnished,9,20925812
Ameerpet,2251,4,4,5,10,2,Semi-Furnished,5,11942329
Kukatpally,1231,2,3,12,0,0,Unfurnished,8,7980530
Dilsukhnagar,1668,3,3,19,24,0,Semi-Furnished,9,10029512
Begumpet,1789,3,3,24,11,0,Furnished,9,11714890
Uppal,1176,2,2,28,19,1,Furnished,3,5497716
Shamshabad,1387,2,2,19,24,0,Semi-Furnished,5,6476129
LB Nagar,300,1,2,17,17,2,Semi-Furnished,9,1909320
Financial District,1155,2,2,27,10,1,Semi-Furnished,3,10062254
Manikonda,2306,4,5,18,23,1,Furnished,9,14191881
Financial District,1725,3,3,2,2,1,Semi-Furnished,6,13832601
Shamshabad,1975,4,4,10,10,1,Furnished,5,9634415
Kukatpally,1116,2,3,8,20,1,Semi-Furnished,3,8498044
Madhapur,1737,3,4,20,2,1,Semi-Furnished,6,16068458
Financial District,1910,3,4,7,12,2,Semi-Furnished,7,17779127
Narsingi,1808,3,4,24,23,2,Semi-Furnished,3,12811050
Financial District,2302,4,4,6,5,1,Semi-Furnished,2,20262766
Financial District,1575,3,4,18,5,1,Semi-Furnished,6,12045517
Gachibowli,924,2,2,23,20,0,Unfurnished,5,7351326
Manikonda,1120,2,2,17,12,1,Semi-Furnished,3,6333536
Kukatpally,1622,3,4,0,12,1,Unfurnished,7,12490875
Financial District,1068,2,2,2,11,1,Unfurnished,6,10318725
Kompally,2042,4,4,29,10,1,Furnished,8,11804215
LB Nagar,1789,3,4,22,21,1,Furnished,2,8894369
Begumpet,888,2,2,9,2,1,Unfurnished,5,6024864
Gachibowli,2019,4,4,6,21,1,Furnished,3,18316188
Secunderabad,2913,5,6,3,3,2,Semi-Furnished,7,21753757
Kompally,1724,3,3,19,14,1,Semi-Furnished,7,9078993
LB Nagar,1458,3,4,29,22,1,Semi-Furnished,4,6556265
Kukatpally,1918,3,3,17,17,2,Semi-Furnished,5,13305234
Shamshabad,484,1,2,12,16,1,Semi-Furnished,10,2601516
LB Nagar,1225,2,2,6,21,2,Semi-Furnished,1,5376173
Kokapet,1318,3,4,26,10,1,Furnished,8,8777299
Madhapur,1622,3,3,11,19,1,Semi-Furnished,8,12722648
Dilsukhnagar,989,2,3,24,13,1,Semi-Furnished,5,5444750
Narsingi,1463,3,3,2,0,1,Semi-Furnished,7,9395666
Hitech City,1274,3,3,5,4,1,Furnished,1,10111088
Kondapur,1414,3,3,27,0,2,Unfurnished,2,9864805
Jubilee Hills,1046,2,2,27,22,2,Unfurnished,10,8880908
Jubilee Hills,1559,3,4,16,18,1,Semi-Furnished,2,15829246
Hitech City,2192,4,4,18,7,1,Furnished,9,19805388
Kokapet,1239,2,3,28,2,2,Semi-Furnished,8,9169425
Kondapur,1426,3,3,18,15,1,Furnished,4,10456285
Kokapet,1087,2,2,22,5,1,Unfurnished,5,7396439
Jubilee Hills,2337,4,4,26,10,1,Furnished,3,19956957
Financial District,2327,4,4,8,22,1,Unfurnished,4,20923100
Kukatpally,1678,3,4,7,22,1,Furnished,9,11652704
Uppal,1766,3,3,19,15,1,Semi-Furnished,5,7358562
Madhapur,1066,2,3,13,15,1,Semi-Furnished,8,9720497
Gachibowli,1337,2,2,2,0,2,Semi-Furnished,2,11451628
Banjara Hills,3012,5,5,24,7,1,Unfurnished,8,25565573
Hitech City,1588,2,2,10,2,2,Unfurnished,2,13356177
Uppal,1270,2,2,11,7,0,Unfurnished,8,6494963
Manikonda,812,2,2,10,12,0,Unfurnished,10,5348408
Kokapet,1695,3,4,16,10,2,Furnished,2,11269555
Hitech City,1932,3,3,19,24,1,Semi-Furnished,3,18282013
Kompally,1714,3,3,10,12,1,Semi-Furnished,5,10813513
Narsingi,2017,4,4,5,1,1,Furnished,4,14425596
Ameerpet,1672,3,3,16,15,1,Semi-Furnished,8,9721553
Financial District,1793,3,4,22,8,2,Furnished,4,16307521
Secunderabad,1941,3,3,13,9,0,Unfurnished,8,13145886
Gachibowli,2343,4,5,21,19,1,Furnished,9,22826875
Manikonda,983,2,3,6,0,1,Unfurnished,5,5611619
Hitech City,2033,4,4,17,17,0,Semi-Furnished,9,18428980
Banjara Hills,1532,3,3,7,2,2,Semi-Furnished,1,13691936
Gachibowli,2304,4,4,17,12,1,Furnished,6,18890673
Kukatpally,1110,2,3,25,4,1,Semi-Furnished,9,7811970
Kondapur,1475,3,3,9,11,2,Unfurnished,5,10487848
Manikonda,1296,2,2,5,17,1,Semi-Furnished,9,7382288
Uppal,1046,2,2,24,20,1,Semi-Furnished,9,4978834
Shamshabad,1755,3,3,19,15,1,Semi-Furnished,3,8415664
Jubilee Hills,1960,3,3,4,17,1,Semi-Furnished,4,17549006
Shamshabad,1299,2,3,25,15,1,Furnished,6,6352485
Shamshabad,1676,3,4,23,7,2,Unfurnished,10,7782222
Madhapur,2326,4,4,29,13,1,Unfurnished,5,20434908
Ameerpet,1166,2,2,17,6,1,Semi-Furnished,5,6464988
Madhapur,1017,2,2,14,0,1,Semi-Furnished,7,10401667
Miyapur,1897,3,4,17,5,1,Unfurnished,9,11004503
Kukatpally,1713,3,4,27,4,1,Semi-Furnished,7,10585308
Narsingi,1806,3,3,18,11,2,Semi-Furnished,8,13428072
Financial District,1557,3,4,28,2,1,Unfurnished,1,12972390
Madhapur,493,1,1,0,16,1,Unfurnished,5,4808217
Shamshabad,836,2,2,28,15,2,Semi-Furnished,5,4047902
Hitech City,1640,3,4,20,1,1,Semi-Furnished,10,14174825
Jubilee Hills,1089,2,2,15,13,1,Unfurnished,6,9908690
Dilsukhnagar,2185,4,5,14,12,1,Semi-Furnished,4,12849748
Secunderabad,2056,4,4,2,16,1,Unfurnished,1,16142780
Kukatpally,1516,3,4,7,12,1,Semi-Furnished,6,10695978
Manikonda,1237,2,2,17,17,1,Furnished,3,7699957
Miyapur,1280,2,3,15,16,1,Semi-Furnished,7,7646797
Begumpet,1956,4,4,24,13,0,Furnished,7,13941299
Financial District,2885,5,5,28,20,1,Semi-Furnished,7,25697379
Secunderabad,1611,3,3,19,4,1,Furnished,8,10590411
Narsingi,1223,2,2,10,9,1,Unfurnished,8,8481143
Kompally,1513,3,3,1,9,1,Semi-Furnished,6,9293069
LB Nagar,2352,4,4,21,24,1,Semi-Furnished,10,10765618
Kondapur,1244,2,2,5,19,1,Semi-Furnished,4,9153427
Ameerpet,1182,2,2,2,18,1,Semi-Furnished,2,7342714
Kompally,1563,3,3,1,18,0,Unfurnished,9,9884738
Kompally,1712,3,4,9,4,0,Furnished,3,9641536
Kukatpally,1668,3,4,3,1,1,Semi-Furnished,9,12452412
Narsingi,1031,2,3,25,14,0,Semi-Furnished,1,6682242
Hitech City,1583,3,3,18,18,1,Semi-Furnished,3,13441683
Kondapur,1873,3,3,7,17,0,Unfurnished,3,13578493
Kukatpally,1042,2,2,10,4,1,Unfurnished,9,7279446
Manikonda,1823,3,4,22,24,1,Unfurnished,2,10767649
Dilsukhnagar,2010,3,3,22,0,1,Semi-Furnished,6,10936348
Secunderabad,1760,3,3,19,16,1,Furnished,4,13049583
Ameerpet,1285,2,2,28,4,1,Furnished,7,6829521
Madhapur,1407,3,4,1,24,1,Unfurnished,7,13690991
Hitech City,1768,3,3,29,11,2,Furnished,10,15208202
Miyapur,1129,2,2,29,23,1,Furnished,4,6853201
Miyapur,1472,2,2,4,10,1,Unfurnished,2,8582387
Miyapur,2364,4,5,26,3,2,Furnished,4,14020759
Shamshabad,1573,3,4,10,4,2,Semi-Furnished,1,7139478
Kokapet,1264,2,2,0,19,2,Semi-Furnished,5,9365011
Manikonda,2741,5,5,20,4,1,Semi-Furnished,8,15786310
Financial District,1663,3,3,0,18,1,Unfurnished,2,13069851
Financial District,2474,4,5,6,5,2,Furnished,8,22176821
Secunderabad,644,1,2,6,17,1,Furnished,10,4567154
Miyapur,2125,4,5,7,6,0,Unfurnished,8,11061279
Miyapur,2595,5,5,4,20,1,Semi-Furnished,9,15030629
Manikonda,1092,2,2,4,22,1,Unfurnished,5,6394512
Narsingi,1861,3,3,21,20,1,Furnished,5,12631175
Uppal,1658,3,3,3,2,1,Semi-Furnished,1,7849518
Kompally,942,2,2,13,5,2,Furnished,1,5302534
Kompally,1390,2,2,0,0,1,Semi-Furnished,9,7720650
LB Nagar,1508,2,3,10,24,1,Furnished,3,7076096
Shamshabad,2063,3,3,17,7,1,Semi-Furnished,9,9425701
Madhapur,913,2,2,27,24,0,Semi-Furnished,2,8557238
Kukatpally,1234,2,2,3,22,1,Unfurnished,4,8531670
Banjara Hills,2196,4,4,6,12,0,Unfurnished,7,19520880
Kokapet,1047,2,2,8,3,1,Furnished,2,7565690
Kokapet,2535,4,4,25,6,2,Semi-Furnished,5,16862256
Madhapur,1082,2,2,14,5,1,Furnished,3,9874720
Secunderabad,1656,3,3,13,1,2,Semi-Furnished,3,10877310
Kompally,1662,3,3,24,23,1,Furnished,10,9507334
Kukatpally,1816,3,3,1,21,1,Semi-Furnished,10,14973834
LB Nagar,1107,2,2,3,22,1,Semi-Furnished,5,5900018
Kokapet,1004,2,3,4,13,2,Unfurnished,1,7093515
Kompally,1711,3,3,20,11,1,Semi-Furnished,1,9155356
Narsingi,2649,5,6,21,12,1,Furnished,1,17225339
Ameerpet,2323,4,4,0,7,2,Furnished,10,14951448
Madhapur,1602,3,4,7,4,1,Furnished,9,12943355
LB Nagar,947,2,3,6,23,1,Semi-Furnished,4,5041056
Dilsukhnagar,1163,2,3,14,10,1,Unfurnished,9,7206760
Madhapur,3018,5,5,3,12,1,Semi-Furnished,6,25801646
Kokapet,2096,4,4,21,18,1,Semi-Furnished,4,14853980
Begumpet,1450,3,3,16,11,2,Semi-Furnished,3,10638903
LB Nagar,2157,4,4,3,24,2,Furnished,1,12067544
Banjara Hills,936,2,3,7,23,1,Furnished,3,9118753
Shamshabad,1914,3,3,27,17,2,Semi-Furnished,7,7765586
Jubilee Hills,1016,2,3,20,12,1,Semi-Furnished,6,8636093
Madhapur,1538,3,4,18,20,1,Semi-Furnished,4,13228977
Dilsukhnagar,1472,3,4,20,17,2,Unfurnished,2,7825589
Secunderabad,2534,4,5,3,1,1,Furnished,4,19455004
Narsingi,1530,3,4,12,23,1,Semi-Furnished,2,11637200
LB Nagar,951,2,2,7,13,1,Furnished,7,5065651
Gachibowli,2127,4,5,16,19,1,Unfurnished,4,19240990
LB Nagar,1930,3,4,19,10,2,Semi-Furnished,8,8875099
LB Nagar,1006,2,2,19,0,1,Furnished,5,4208827
Begumpet,1592,3,3,20,19,1,Furnished,3,10656157
Manikonda,2876,5,5,0,1,1,Semi-Furnished,1,16179264
Kukatpally,1594,3,3,2,24,1,Unfurnished,6,11316053
Gachibowli,2269,4,4,15,15,1,Furnished,4,19994512
Secunderabad,1959,4,5,1,6,1,Furnished,6,13051816
Secunderabad,1835,3,4,10,1,1,Semi-Furnished,4,13891840
Kokapet,994,2,2,4,2,1,Semi-Furnished,7,7293980
Kompally,1435,3,4,20,22,1,Semi-Furnished,1,8783230
Kompally,1955,3,3,10,1,1,Unfurnished,5,12133526
Manikonda,724,2,3,3,15,1,Semi-Furnished,9,5094565
Dilsukhnagar,1733,3,3,24,5,1,Semi-Furnished,10,9904408
